,Company,Origin,REF,ReviewDate,CocoaPercent,CompanyLocation,Rating,BeanType,BroadBeanOrigin
283,Cacao Atlanta,Patanemo,600.0,2010,75.0,U.S.A.,2.25, ,Venezuela
284,Cacao Barry,Grand 'Anse,1716.0,2016,65.0,France,3.5,"Trinitario, Criollo",Haiti
285,Cacao Barry,Santo Domingo,586.0,2010,70.0,France,3.0, ,Dominican Republic
286,Cacao Barry,Tanzania,300.0,2008,75.0,France,2.0, ,Tanzania
287,Cacao Barry,Venezuela,141.0,2007,72.0,France,2.0, ,Venezuela
288,Cacao Barry,Mexico,147.0,2007,66.0,France,3.0, ,Mexico
289,Cacao de Origen,Chuao,1688.0,2015,77.0,Venezuela,3.5,Trinitario,Venezuela
290,Cacao de Origen,Rio Caribe,1692.0,2015,75.0,Venezuela,3.25,Trinitario,Venezuela
291,Cacao de Origen,Agua Fria; Sucre region,1391.0,2014,75.0,Venezuela,2.5, ,Venezuela
292,Cacao de Origen,Macuare; Miranda; Chloe formula,1391.0,2014,74.0,Venezuela,3.25, ,Venezuela
293,Cacao de Origen,"Chuao, Aragua region",1391.0,2014,75.0,Venezuela,3.5,Trinitario,Venezuela
294,Cacao de Origen,"Chuao, Aragua region",1395.0,2014,70.0,Venezuela,3.75,Trinitario,Venezuela
295,Cacao de Origin,Hacienda la Trinidad,1668.0,2015,74.0,Venezuela,3.25, ,Venezuela
296,Cacao Hunters,Macondo,1816.0,2016,71.0,Colombia,3.75, ,Colombia
297,Cacao Hunters,Perla Negra,1816.0,2016,74.0,Colombia,3.75, ,Colombia
298,Cacao Hunters,Arhuacos,1662.0,2015,72.0,Colombia,3.75, ,Colombia
299,Cacao Hunters,Sierra Nevada,1430.0,2014,64.0,Colombia,3.5, ,Colombia
300,Cacao Hunters,Tumaco,1430.0,2014,70.0,Colombia,3.5, ,Colombia
301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434.0,2014,69.0,Colombia,2.75, ,Colombia
302,Cacao Hunters,Arauca,1434.0,2014,70.0,Colombia,3.25, ,Colombia
303,Cacao Market,"Jutiapa, lot 050916D",1860.0,2016,70.0,U.S.A.,3.5,Trinitario,Honduras
304,Cacao Prieto,"Criollo, Dominican Republic",991.0,2012,72.0,U.S.A.,3.75,Criollo,Dominican Republic
305,Cacao Prieto,"Dominican Republicm, rustic",641.0,2011,72.0,U.S.A.,3.0, ,Dominican Republic
306,Cacao Prieto,Dominican Republic,641.0,2011,66.0,U.S.A.,3.75, ,Dominican Republic
307,Cacao Prieto,"Dominican Republic, rustic",647.0,2011,65.0,U.S.A.,3.25, ,Dominican Republic
308,Cacao Sampaka,"Mahali, Kasai",1908.0,2016,70.0,Spain,3.5,Criollo,Congo
309,Cacao Sampaka,Madagascar,508.0,2010,71.0,Spain,3.5,Trinitario,Madagascar
310,Cacao Sampaka,Ecuador,523.0,2010,71.0,Spain,3.75, ,Ecuador
311,Cacao Sampaka,Papua,523.0,2010,71.0,Spain,4.0, ,Papua New Guinea
312,Cacao Sampaka,Grenada,537.0,2010,71.0,Spain,3.25,Trinitario,Grenada
313,Cacao Sampaka,Venezuela,537.0,2010,71.0,Spain,3.5, ,Venezuela
314,Cacao Sampaka,Venezuela,537.0,2010,77.0,Spain,3.5, ,Venezuela
315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336.0,2009,70.0,Spain,4.0,Criollo,Mexico
316,Cacao Sampaka,"Xoconusco, Chiapas",346.0,2009,70.0,Spain,4.0,Criollo,Mexico
317,Cacao Store,Madagascar,1684.0,2015,70.0,Japan,3.0,Trinitario,Madagascar
318,Cacao Store,Peru,1684.0,2015,70.0,Japan,3.25, ,Peru
319,Cacao Store,Vietnam,1684.0,2015,70.0,Japan,3.5,Trinitario,Vietnam
320,Cacaosuyo (Theobroma Inversiones),Piura,1173.0,2013,70.0,Peru,3.25, ,Peru
321,Cacaoyere (Ecuatoriana),Amazonia,237.0,2008,63.0,Ecuador,3.5,Forastero (Arriba),Ecuador
322,Cacaoyere (Ecuatoriana),Esmeraldas,237.0,2008,71.0,Ecuador,3.5,Forastero (Arriba),Ecuador
323,Cacaoyere (Ecuatoriana),Bolivar,245.0,2008,82.0,Ecuador,2.5,Forastero (Arriba),Ecuador
324,Cacaoyere (Ecuatoriana),Pichincha,259.0,2008,91.0,Ecuador,1.5,Forastero (Arriba),Ecuador
325,Callebaut,Grenade,296.0,2008,60.0,Belgium,2.75,Trinitario,Grenada
326,Callebaut,Baking,141.0,2007,70.0,Belgium,1.0, ,Ecuador
327,C-Amaro,Cuba,1442.0,2014,75.0,Italy,2.5, ,Cuba
328,C-Amaro,Dominican Republic,1442.0,2014,72.0,Italy,3.0, ,Dominican Republic
329,C-Amaro,"Lago di Como, Blu",1442.0,2014,70.0,Italy,3.5,Blend, 
330,C-Amaro,Ecuador,1185.0,2013,100.0,Italy,3.5, ,Ecuador
331,C-Amaro,Venezuela,809.0,2012,80.0,Italy,3.0, ,Venezuela
332,C-Amaro,Sao Tome,749.0,2011,78.0,Italy,2.25,Forastero,Sao Tome
333,C-Amaro,Trinidad,765.0,2011,70.0,Italy,2.5,Trinitario,Trinidad
334,Cao,Porcelana,1804.0,2016,75.0,U.S.A.,2.5,Criollo,Venezuela
335,Cao,Tanzania,1804.0,2016,73.0,U.S.A.,2.75, ,Tanzania
336,Cao,"Porcelana, Batch 5163",1804.0,2016,70.0,U.S.A.,3.0,Criollo,Venezuela
337,Cao,Bolivia,1808.0,2016,75.0,U.S.A.,3.0, ,Bolivia
338,Cao,Brazil,1808.0,2016,70.0,U.S.A.,3.25,Trinitario,Brazil
339,Caoni (Tulicorp),Esmeraldas,237.0,2008,77.0,Ecuador,2.0,Forastero (Arriba),Ecuador
340,Caoni (Tulicorp),Manabi,237.0,2008,77.0,Ecuador,2.5,Forastero (Arriba),Ecuador
341,Caoni (Tulicorp),Los Rios,245.0,2008,77.0,Ecuador,2.75,Forastero (Arriba),Ecuador
342,Caoni (Tulicorp),Manabi,266.0,2008,55.0,Ecuador,3.0,Forastero (Arriba),Ecuador
343,Caoni (Tulicorp),Los Rios,269.0,2008,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador
344,Caoni (Tulicorp),Esmeraldas,269.0,2008,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador
345,Captain Pembleton,"Saidor Estate, Madang P.",1263.0,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea
346,Captain Pembleton,Kulili Estate,1263.0,2014,70.0,New Zealand,3.75, ,Papua New Guinea
347,Caribeans,"Antigua, Special Reserve",1582.0,2015,72.0,Costa Rica,3.5, ,Guatemala
348,Caribeans,"Talamanca, Raul-Kekoldo community",1586.0,2015,72.0,Costa Rica,3.25, ,Costa Rica
349,Caribeans,Anselmo Paraiso Estate,1586.0,2015,72.0,Costa Rica,3.5, ,Costa Rica
350,Caribeans,Costa Rica,841.0,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica
351,Caribeans,Costa Rica,845.0,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica
352,Carlotta Chocolat,Arauca,1884.0,2016,65.0,Colombia,3.0,Trinitario,Colombia
353,Carlotta Chocolat,Tumaco,1888.0,2016,65.0,Colombia,3.25,Trinitario,Colombia
354,Carlotta Chocolat,Cordoba,1888.0,2016,65.0,Colombia,3.25,Trinitario,Colombia
355,Carlotta Chocolat,Huila,1888.0,2016,65.0,Colombia,3.5,Trinitario,Colombia
356,Carlotta Chocolat,Cesar,1888.0,2016,65.0,Colombia,3.5,CCN51,Colombia
357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724.0,2016,72.0,U.S.A.,4.0,Trinitario,Belize
358,Castronovo,"the lost city, gracias a dias, batch 362",1570.0,2015,72.0,U.S.A.,3.5,Trinitario,Honduras
359,Castronovo,"Duarte, Batch 360",1570.0,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic
360,Castronovo,"Piaroa, Amazonas, Batch 350",1574.0,2015,72.0,U.S.A.,3.5, ,Venezuela
361,Castronovo,Sierra Nevada,1347.0,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
362,Castronovo,Arauca,1371.0,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
363,Castronovo,Elvesia P.,1407.0,2014,70.0,U.S.A.,2.75,Trinitario,Dominican Republic
364,Castronovo,Bolivia,1101.0,2013,70.0,U.S.A.,3.0,Trinitario,Bolivia
365,Castronovo,Conacado,1101.0,2013,73.0,U.S.A.,3.5,Trinitario,Dominican Republic
366,Castronovo,San Martin,1105.0,2013,70.0,U.S.A.,2.5,Criollo,Peru
367,Castronovo,"Guaniamo, Amazonas",1105.0,2013,70.0,U.S.A.,3.25, ,Venezuela
368,Castronovo,Nicaragua,1109.0,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua
369,Castronovo,Tumbes,1153.0,2013,70.0,U.S.A.,2.75,Criollo,Peru
370,Castronovo,Guaniamo,1153.0,2013,72.0,U.S.A.,3.0, ,Venezuela
371,Cello,Ecuador,1247.0,2014,70.0,U.S.A.,2.5, ,Ecuador
372,Cello,Peru,1247.0,2014,70.0,U.S.A.,2.75, ,Peru
373,Cello,Venezuela,1251.0,2014,70.0,U.S.A.,2.75, ,Venezuela
374,Cello,Bolivia,1251.0,2014,70.0,U.S.A.,3.0, ,Bolivia
375,Cemoi,Equateur,404.0,2009,72.0,France,2.75, ,Ecuador
376,Chaleur B,Uganda,1426.0,2014,70.0,Canada,2.75,Forastero,Uganda
377,Charm School,Maya Mtn,1900.0,2016,70.0,U.S.A.,3.25, ,Belize
378,Chchukululu (Tulicorp),Arriba,486.0,2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador
379,Chchukululu (Tulicorp),Los Rios,252.0,2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
380,Chequessett,la Amistad,1235.0,2014,70.0,U.S.A.,3.5, ,Costa Rica
381,Chloe Chocolat,Blend No. 1,672.0,2011,70.0,France,3.5, , 
382,Chocablog,Ecuador,1454.0,2015,70.0,U.K.,3.25, ,Ecuador
383,Choco Del Sol,Maya Mountain w/ nibs,1407.0,2014,75.0,Germany,3.0,Trinitario,Belize
384,Choco Del Sol,Maya Mountain,1407.0,2014,82.0,Germany,3.25,Trinitario,Belize
385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696.0,2015,70.0,South Korea,2.75,Trinitario,Vietnam
386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696.0,2015,70.0,South Korea,3.5,Trinitario,Malaysia
387,Chocolarder,Peru,1482.0,2015,65.0,U.K.,2.5,Criollo,Peru
388,Chocolarder,Peru + nibs,1482.0,2015,65.0,U.K.,2.75,Criollo,Peru
389,Chocolarder,Dominican Republic,1514.0,2015,80.0,U.K.,2.5, ,Dominican Republic
390,Chocola'te,Madagascar,647.0,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar
391,Chocola'te,Venezuela,647.0,2011,68.0,U.S.A.,3.75, ,Venezuela
392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772.0,2016,90.0,U.S.A.,2.5, ,Peru
393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772.0,2016,80.0,U.S.A.,2.5, , 
394,Chocolate Con Amor,Wild Bolivian,1760.0,2016,70.0,U.S.A.,2.5, ,Bolivia
395,Chocolate Con Amor,Uganda,1760.0,2016,70.0,U.S.A.,2.75, ,Uganda
396,Chocolate Con Amor,Dominican Republic,1764.0,2016,60.0,U.S.A.,3.0, ,Dominican Republic
397,Chocolate Con Amor,Dominican Republic,1764.0,2016,75.0,U.S.A.,3.0, ,Dominican Republic
398,Chocolate Con Amor,Ocumare,1764.0,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela
399,Chocolate Con Amor,Ecuador,1764.0,2016,70.0,U.S.A.,3.25, ,Ecuador
400,Chocolate Con Amor,Nicaragua,1768.0,2016,80.0,U.S.A.,2.75, ,Nicaragua
401,Chocolate Conspiracy,Peru,1259.0,2014,74.0,U.S.A.,2.75, ,Peru
402,Chocolate Makers,Tres Hombres,1530.0,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic
403,Chocolate Makers,"Congo, Gorilla bar",1530.0,2015,68.0,Amsterdam,3.5,Forastero,Congo
404,Chocolate Makers,"Peru, Awagum bar",1530.0,2015,80.0,Amsterdam,3.75,Criollo,Peru
405,"Chocolate Tree, The",Maranon,1582.0,2015,69.0,Scotland,3.75,Forastero (Nacional),Peru
406,"Chocolate Tree, The",Carenero Superior,1582.0,2015,80.0,Scotland,3.75,Trinitario,Venezuela
407,"Chocolate Tree, The",Peru,1121.0,2013,70.0,Scotland,3.75,Forastero (Nacional),Peru
408,"Chocolate Tree, The",Ecuador,919.0,2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador
409,"Chocolate Tree, The",Peru,919.0,2012,68.0,Scotland,2.75,Criollo,Peru
410,"Chocolate Tree, The",Madagascar,919.0,2012,72.0,Scotland,3.25,Criollo,Madagascar
411,Chocolats Privilege,Xoconusco,1219.0,2014,70.0,Canada,2.5,Criollo,Mexico
412,ChocoReko,Patanemo,1454.0,2015,77.0,Japan,3.0,Criollo,Venezuela
413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682.0,2011,65.0,Canada,3.25, ,Mexico
414,Chocovic,Xoconusco,478.0,2010,71.0,Spain,3.25,Criollo,Mexico
415,Chocovic,Sambirano,478.0,2010,71.0,Spain,3.5,Trinitario,Madagascar
416,Chocovic,Kendari,439.0,2009,60.0,Spain,3.25, , 
417,Chocovic,Tarakan,439.0,2009,75.0,Spain,3.25, , 
418,Chocovic,Ocumare,209.0,2008,71.0,Spain,3.5,Criollo,Venezuela
419,Chocovic,"Bolivar, Guaranda",117.0,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador
420,Chocovic,Guyave,117.0,2007,71.0,Spain,2.5,Trinitario,Grenada
421,Chocovic,Maragda,117.0,2007,70.0,Spain,3.0,Blend, 
422,Chocovivo,Tabasco,1522.0,2015,65.0,U.S.A.,2.5,Trinitario,Mexico
423,Chocovivo,Tabasco,1522.0,2015,75.0,U.S.A.,2.5,Trinitario,Mexico
424,Choklat,Ocumare,377.0,2009,80.0,Canada,2.5,Criollo,Venezuela
425,Choklat,"Porcelana, Tabasco",377.0,2009,70.0,Canada,2.75,Criollo,Mexico
426,Choklat,Brazilian,377.0,2009,70.0,Canada,3.0, ,Brazil
427,Choklat,Brazilian,377.0,2009,80.0,Canada,3.0, ,Brazil
428,Choklat,Ocumare,377.0,2009,70.0,Canada,3.0,Criollo,Venezuela
429,Chokolat Elot (Girard),Guadeloupe,1149.0,2013,42.0,Martinique,2.75, ,Martinique
430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832.0,2016,75.0,Canada,3.25, ,Mexico
431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666.0,2011,68.0,Canada,3.75,Forastero (Nacional),Peru
432,Chuao Chocolatier,Choroni,445.0,2009,61.0,U.S.A.,3.0,Criollo,Venezuela
433,Chuao Chocolatier (Pralus),Chuao,486.0,2010,77.0,U.S.A.,2.75,Trinitario,Venezuela
434,Claudio Corallo,Terreiro Velho P.,470.0,2010,73.5,Sao Tome,3.75,Forastero,Sao Tome & Principe
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209.0,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe
436,Claudio Corallo,Terreiro Velho P.,227.0,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe
437,Claudio Corallo,Principe,252.0,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe
438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486.0,2015,73.0,U.S.A.,3.5, ,Ecuador
439,Coleman & Davis,Sambirano,1646.0,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar
440,Compania de Chocolate (Salgado),Sur del Lago,579.0,2010,70.0,Argentina,3.25, ,Venezuela
441,Compania de Chocolate (Salgado),Carenero Superior,292.0,2008,80.0,Argentina,2.75,Trinitario,Venezuela
442,Compania de Chocolate (Salgado),Moxos,292.0,2008,72.0,Argentina,3.25, ,Bolivia
443,Compania de Chocolate (Salgado),Ocumare,292.0,2008,70.0,Argentina,3.75,Criollo,Venezuela
444,Compania de Chocolate (Salgado),Esmeraldas,296.0,2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador
445,Condor,Camino Verde,1630.0,2015,76.0,U.S.A.,3.5, ,Ecuador
446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916.0,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam
447,Coppeneur,"Ecuador, Puristique",1169.0,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador
448,Coppeneur,Ghana Puristique,813.0,2012,85.0,Germany,3.5,Forastero,Ghana
449,Coppeneur,Ecuador Puristique,817.0,2012,100.0,Germany,1.5, ,Ecuador
450,Coppeneur,Uba Budo,821.0,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe
451,Coppeneur,Madagascar,959.0,2012,70.0,Germany,3.5,Trinitario,Madagascar
452,Coppeneur,Grenada,470.0,2010,72.0,Germany,3.25,Trinitario,Grenada
453,Coppeneur,Chuao,478.0,2010,70.0,Germany,3.0,Trinitario,Venezuela
454,Coppeneur,"Los Rios, H. Iara",558.0,2010,72.0,Germany,2.5,Nacional,Ecuador
455,Coppeneur,Trinidad,558.0,2010,72.0,Germany,3.0,Trinitario,Trinidad
456,Coppeneur,Jamaica,558.0,2010,72.0,Germany,3.25,Trinitario,Jamaica
457,Coppeneur,Ocumare 61,558.0,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela
458,Coppeneur,"Porcelana, Apotequil",341.0,2009,72.0,Germany,3.0,Criollo,Peru
459,Coppeneur,"Porcelana, Apotequil",445.0,2009,62.0,Germany,3.25,Criollo,Peru
460,Coppeneur,Chuao 100hr,451.0,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela
461,Coppeneur,Chuao 70hr,451.0,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela
462,Coppeneur,"Porcelana, Tabasco, Mexico",220.0,2008,72.0,Germany,3.0,Criollo,Mexico
463,Coppeneur,"Porcelana, Venezuela",220.0,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela
464,Coppeneur,"Sambirano, Menava P.",196.0,2007,72.0,Germany,3.0,Trinitario,Madagascar
465,Cote d' Or (Kraft),Sensations Intense,48.0,2006,70.0,Belgium,1.0, , 
466,Cravve,New Ireland,1283.0,2014,70.0,Australia,2.5,Forastero,Papua New Guinea
467,Cravve,"Vanuatu, batch 2410",1335.0,2014,83.0,Australia,2.75,Trinitario,Vanuatu
468,Cravve,"Tanzania, batch a1",971.0,2012,75.0,Australia,3.25,Forastero,Tanzania
469,Cravve,"Bahia, batch a1213",975.0,2012,65.0,Australia,3.25,Trinitario,Brazil
470,Cravve,"Namau Village, N. Taileva P., batch a2812",975.0,2012,67.0,Australia,3.25,Trinitario,Fiji
471,Cravve,Vanuatu,975.0,2012,64.0,Australia,3.25,Trinitario,Vanuatu
472,Cravve,Djual Island,975.0,2012,75.0,Australia,3.5,Forastero,Papua New Guinea
473,Creo,"""heirloom"", Arriba Nacional",1736.0,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador
474,Creo,"""heirloom"", Arriba Nacional",1736.0,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador
475,Daintree,Goodman Estate,1654.0,2015,70.0,Australia,2.75, ,Australia
476,Daintree,"Daintree Estates, N. Queensland",785.0,2011,70.0,Australia,3.25, ,Australia
477,Dalloway,"Dominican Republic, batch 7",1928.0,2017,72.0,U.S.A.,2.75, ,Dominican Republic
478,Damson,Robson Estate,1610.0,2015,70.0,U.K.,3.0,Trinitario,Trinidad
479,Damson,Los Rios,1610.0,2015,70.0,U.K.,3.5, ,Ecuador
480,Damson,Crayfish Bay aka Non Pariel Estate,1666.0,2015,70.0,U.K.,2.25, ,Grenada
481,Damson,O'Payo,1666.0,2015,70.0,U.K.,2.75, ,Nicaragua
482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816.0,2016,70.0,U.S.A.,3.75, , 
483,Dandelion,"Maya Mtn., Break Bar- Snark",1446.0,2015,70.0,U.S.A.,3.0,Trinitario,Belize
484,Dandelion,Maya Mountain,1219.0,2014,70.0,U.S.A.,3.5,Trinitario,Belize
485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295.0,2014,70.0,U.S.A.,3.5, ,Ecuador
486,Dandelion,Buto,1303.0,2014,70.0,U.S.A.,2.75, ,Liberia
487,Dandelion,"San Francisco de Macoris, Cibao region",1387.0,2014,70.0,U.S.A.,3.75, ,Dominican Republic
488,Dandelion,"Cumboto, farmer Jose Lugo",1026.0,2013,70.0,U.S.A.,2.75, ,Venezuela
489,Dandelion,Patanemo,1026.0,2013,70.0,U.S.A.,3.25, ,Venezuela
490,Dandelion,"Mantuano, 2012",1085.0,2013,70.0,U.S.A.,3.5, ,Venezuela
491,Dandelion,Papua New Guinea,1153.0,2013,70.0,U.S.A.,3.5, ,Papua New Guinea
492,Dandelion,Upala,805.0,2012,70.0,U.S.A.,3.0, ,Costa Rica
493,Dandelion,Colombian,805.0,2012,70.0,U.S.A.,3.25, ,Colombia
494,Dandelion,"Elvesia, 2011",915.0,2012,70.0,U.S.A.,3.75, ,Dominican Republic
495,Dandelion,Dominican Republic,654.0,2011,70.0,U.S.A.,3.25, ,Dominican Republic
496,Dandelion,Madagascar,654.0,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar
497,Dandelion,Tanzania,654.0,2011,70.0,U.S.A.,3.25, ,Tanzania
498,Danta,Los Ujuxtes,1223.0,2014,82.0,Guatemala,3.25, ,Guatemala
499,Danta,Chuao,987.0,2012,75.0,Guatemala,3.0,Trinitario,Venezuela
500,Danta,Los Ujuxtes,987.0,2012,70.0,Guatemala,3.75, ,Guatemala
501,Danta,Sambirano,987.0,2012,70.0,Guatemala,3.75,Trinitario,Madagascar
502,Danta,Las Acacias E.,987.0,2012,70.0,Guatemala,4.0,Criollo,Guatemala
503,Danta,"Oscuro, Finca Chimelb",991.0,2012,70.0,Guatemala,3.25, ,Guatemala
504,Danta,Los Ujuxtes,661.0,2011,60.0,Guatemala,3.5, ,Guatemala
505,Danta,Las Acacias E.,423.0,2009,75.0,Guatemala,3.0,Criollo,Guatemala
506,Danta,Las Acacias E.,423.0,2009,60.0,Guatemala,3.25,Criollo,Guatemala
507,DAR,"Venezuela, batch 122",1920.0,2016,72.0,U.S.A.,2.75, ,Venezuela
508,DAR,Vietnam,1920.0,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam
509,DAR,"DUO, batch 002",1920.0,2016,70.0,U.S.A.,3.25, ,"Ecuador, Costa Rica"
510,Dark Forest,Bolivia,1708.0,2016,75.0,U.S.A.,3.25, ,Bolivia
511,Dark Forest,Madagascar,1550.0,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar
512,Dark Forest,Ocumare,1550.0,2015,70.0,U.S.A.,3.25, ,Venezuela
513,Dark Forest,Tanzania,1554.0,2015,70.0,U.S.A.,3.0, ,Tanzania
514,Dark Forest,Ecuador,1554.0,2015,70.0,U.S.A.,3.25, ,Ecuador
515,Davis,Ghana,1093.0,2013,70.0,U.S.A.,2.5,Forastero,Ghana
516,Davis,Rainforest,1093.0,2013,70.0,U.S.A.,2.75, ,Dominican Republic
517,Davis,Venezuela,1093.0,2013,70.0,U.S.A.,2.75, ,Venezuela
518,Davis,West Africa,907.0,2012,58.0,U.S.A.,3.25,Forastero,West Africa
519,De Mendes,"Nativo, Varzea",1462.0,2015,72.0,Brazil,3.5, ,Brazil
520,De Mendes,"Selvagem, Jari",1462.0,2015,65.0,Brazil,3.5, ,Brazil
521,De Villiers,Bundibugyo District,1832.0,2016,70.0,South Africa,2.5,Forastero,Uganda
522,De Villiers,"Sambirano Valley, batch 2477",1832.0,2016,70.0,South Africa,3.0, ,Madagascar
523,Dean and Deluca (Belcolade),Madagascar,170.0,2007,66.0,U.S.A.,2.5,Trinitario,Madagascar
524,Dean and Deluca (Belcolade),Costa Rica,175.0,2007,64.0,U.S.A.,3.0, ,Costa Rica
525,Dean and Deluca (Belcolade),Ecuador,175.0,2007,71.0,U.S.A.,3.0, ,Ecuador
526,Dean and Deluca (Belcolade),Ghana,175.0,2007,60.0,U.S.A.,3.0,Forastero,Ghana
527,Dean and Deluca (Belcolade),Papua New Guinea,180.0,2007,64.0,U.S.A.,3.0, ,Papua New Guinea
528,Dean and Deluca (Belcolade),Peru,180.0,2007,64.0,U.S.A.,3.0, ,Peru
529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423.0,2009,64.0,France,3.0, ,Papua New Guinea
530,Debauve & Gallais (Michel Cluizel),Venezuela,263.0,2008,66.0,France,3.75, ,Venezuela
531,Desbarres,"Kilombero, batch 41",1916.0,2016,72.0,Canada,2.5, ,Tanzania
532,DeVries,Bolivian,241.0,2008,80.0,U.S.A.,2.75, ,Bolivia
533,DeVries,Costa Rica,166.0,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica
534,DeVries,Dominican Republic,166.0,2007,77.0,U.S.A.,3.5, ,Dominican Republic
535,Dick Taylor,Lanquin Estate,1952.0,2017,70.0,U.S.A.,3.75, ,Guatemala
536,Dick Taylor,Tien Giang,1864.0,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam
537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634.0,2015,70.0,U.S.A.,3.75, ,Bolivia
538,Dick Taylor,Elvesia,1235.0,2014,74.0,U.S.A.,3.5, ,Dominican Republic
539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034.0,2013,70.0,U.S.A.,3.25, ,Ecuador
540,Dick Taylor,Camino Verde,1193.0,2013,76.0,U.S.A.,3.5, ,Ecuador
541,Dick Taylor,Bolivia,895.0,2012,75.0,U.S.A.,2.75, ,Bolivia
542,Dick Taylor,Belize,955.0,2012,72.0,U.S.A.,2.75,Trinitario,Belize
543,Dick Taylor,Sambirano,661.0,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar
544,Dick Taylor,Sambirano,661.0,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar
545,Dick Taylor,Mantuano,682.0,2011,75.0,U.S.A.,2.75,Criollo,Venezuela
546,Dick Taylor,La Red,769.0,2011,74.0,U.S.A.,3.0, ,Dominican Republic
547,Dick Taylor,Ecuador,769.0,2011,70.0,U.S.A.,3.25, ,Ecuador
548,Doble & Bignall,Puerto Cabello,1688.0,2015,85.0,U.K.,3.0, ,Venezuela
549,Doble & Bignall,"Panama, Raven",1371.0,2014,72.0,U.K.,3.25, ,Panama
550,Doble & Bignall,"Puerto Cabello, Mantuano",1371.0,2014,72.0,U.K.,3.25,Trinitario,Venezuela
551,Doble & Bignall,Johe,1407.0,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua
552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311.0,2009,70.0,U.S.A.,3.75, ,Hawaii
553,Dolfin (Belcolade),Africa,304.0,2008,88.0,Belgium,3.0,Forastero,West Africa
554,Dolfin (Belcolade),Noir,63.0,2006,70.0,Belgium,1.5, , 
555,Domori,Hacienda Victoria,1672.0,2015,70.0,Italy,3.75, ,Ecuador
556,Domori,Ocumare 77,1672.0,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela
557,Domori,"IL100, H. San Jose",1109.0,2013,100.0,Italy,3.0,Criollo,Venezuela
558,Domori,Morogoro,863.0,2012,70.0,Italy,3.5, ,Tanzania
